Unnamed: 0,satellite,annotation,image,mask1,num_fire_pixels,category,set,fold
11867,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00750.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00750.tif,0,landsat_no-fire,train,1
11868,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00054.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00054.tif,0,landsat_no-fire,train,1
11869,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00335.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00335.tif,0,landsat_no-fire,train,1
11870,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00208.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00208.tif,0,landsat_no-fire,train,1
11871,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00494.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00494.tif,0,landsat_no-fire,train,1
11872,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00688.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00688.tif,0,landsat_no-fire,train,1
11873,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00823.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00823.tif,0,landsat_no-fire,train,1
11874,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00174.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00174.tif,0,landsat_no-fire,train,1
11875,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00567.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00567.tif,0,landsat_no-fire,train,1
11876,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p01033.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p01033.tif,0,landsat_no-fire,train,1
11877,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00665.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00665.tif,0,landsat_no-fire,train,1
11878,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00345.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00345.tif,0,landsat_no-fire,train,1
11879,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00741.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00741.tif,0,landsat_no-fire,train,1
11880,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00085.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00085.tif,0,landsat_no-fire,train,1
11881,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00670.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00670.tif,0,landsat_no-fire,train,1
11882,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00749.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00749.tif,0,landsat_no-fire,train,1
11883,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00311.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00311.tif,0,landsat_no-fire,train,1
11884,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00883.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00883.tif,0,landsat_no-fire,train,1
11885,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00081.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00081.tif,0,landsat_no-fire,train,1
11886,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00881.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00881.tif,0,landsat_no-fire,train,1
11887,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00544.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00544.tif,0,landsat_no-fire,train,1
11888,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00137.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00137.tif,0,landsat_no-fire,train,1
11889,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00510.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00510.tif,0,landsat_no-fire,train,1
11890,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00563.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00563.tif,0,landsat_no-fire,train,1
11891,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00723.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00723.tif,0,landsat_no-fire,train,1
11892,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00213.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00213.tif,0,landsat_no-fire,train,1
11893,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00641.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00641.tif,0,landsat_no-fire,train,1
11894,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00252.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00252.tif,0,landsat_no-fire,train,1
11895,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00321.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00321.tif,0,landsat_no-fire,train,1
11896,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00493.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00493.tif,0,landsat_no-fire,train,1
11897,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00321.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00321.tif,0,landsat_no-fire,train,1
11898,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00076.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00076.tif,0,landsat_no-fire,train,1
11899,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00209.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00209.tif,0,landsat_no-fire,train,1
11900,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00309.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00309.tif,0,landsat_no-fire,train,1
11901,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00757.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00757.tif,0,landsat_no-fire,train,1
11902,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00152.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00152.tif,0,landsat_no-fire,train,1
11903,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00417.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00417.tif,0,landsat_no-fire,train,1
11904,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00112.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00112.tif,0,landsat_no-fire,train,1
11905,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00691.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00691.tif,0,landsat_no-fire,train,1
11906,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00774.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00774.tif,0,landsat_no-fire,train,1
11907,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00427.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00427.tif,0,landsat_no-fire,train,1
11908,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00127.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00127.tif,0,landsat_no-fire,train,1
11909,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00144.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00144.tif,0,landsat_no-fire,train,1
11910,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00566.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00566.tif,0,landsat_no-fire,train,1
11911,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00221.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00221.tif,0,landsat_no-fire,train,1
11912,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00731.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00731.tif,0,landsat_no-fire,train,1
11913,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00640.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00640.tif,0,landsat_no-fire,train,1
11914,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00738.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00738.tif,0,landsat_no-fire,train,1
11915,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00470.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00470.tif,0,landsat_no-fire,train,1
11916,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00740.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00740.tif,0,landsat_no-fire,train,1
11917,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00655.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00655.tif,0,landsat_no-fire,train,1
11918,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00056.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00056.tif,0,landsat_no-fire,train,1
11919,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00598.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00598.tif,0,landsat_no-fire,train,1
11920,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00444.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00444.tif,0,landsat_no-fire,train,1
11921,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00354.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00354.tif,0,landsat_no-fire,train,1
11922,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00443.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00443.tif,0,landsat_no-fire,train,1
11923,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00562.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00562.tif,0,landsat_no-fire,train,1
11924,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00678.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00678.tif,0,landsat_no-fire,train,1
11925,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p01000.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p01000.tif,0,landsat_no-fire,train,1
11926,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00422.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00422.tif,0,landsat_no-fire,train,1
11927,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00357.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00357.tif,0,landsat_no-fire,train,1
11928,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00825.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00825.tif,0,landsat_no-fire,train,1
11929,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00169.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00169.tif,0,landsat_no-fire,train,1
11930,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00173.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00173.tif,0,landsat_no-fire,train,1
11931,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00877.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00877.tif,0,landsat_no-fire,train,1
11932,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00553.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00553.tif,0,landsat_no-fire,train,1
11933,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00567.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00567.tif,0,landsat_no-fire,train,1
11934,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00763.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00763.tif,0,landsat_no-fire,train,1
11935,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00258.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00258.tif,0,landsat_no-fire,train,1
11936,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00631.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00631.tif,0,landsat_no-fire,train,1
11937,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00765.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00765.tif,0,landsat_no-fire,train,1
11938,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00482.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00482.tif,0,landsat_no-fire,train,1
11939,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00384.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00384.tif,0,landsat_no-fire,train,1
11940,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00758.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00758.tif,0,landsat_no-fire,train,1
11941,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00668.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00668.tif,0,landsat_no-fire,train,1
11942,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00373.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00373.tif,0,landsat_no-fire,train,1
11943,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00820.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00820.tif,0,landsat_no-fire,train,1
11944,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00760.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00760.tif,0,landsat_no-fire,train,1
11945,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00749.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00749.tif,0,landsat_no-fire,train,1
11946,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00315.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00315.tif,0,landsat_no-fire,train,1
11947,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00550.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00550.tif,0,landsat_no-fire,train,1
11948,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00146.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00146.tif,0,landsat_no-fire,train,1
11949,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00136.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00136.tif,0,landsat_no-fire,train,1
11950,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00549.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00549.tif,0,landsat_no-fire,train,1
11951,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00729.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00729.tif,0,landsat_no-fire,train,1
11952,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00549.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00549.tif,0,landsat_no-fire,train,1
11953,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00506.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00506.tif,0,landsat_no-fire,train,1
11954,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00582.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00582.tif,0,landsat_no-fire,train,1
11955,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00281.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00281.tif,0,landsat_no-fire,train,1
11956,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00614.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00614.tif,0,landsat_no-fire,train,1
11957,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00161.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00161.tif,0,landsat_no-fire,train,1
11958,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00234.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00234.tif,5,landsat_fire,train,1
11959,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00667.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00667.tif,0,landsat_no-fire,train,1
11960,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00380.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00380.tif,0,landsat_no-fire,train,1
11961,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00972.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00972.tif,0,landsat_no-fire,train,1
11962,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00049.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00049.tif,0,landsat_no-fire,train,1
11963,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00417.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00417.tif,0,landsat_no-fire,train,1
11964,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00443.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00443.tif,0,landsat_no-fire,train,1
11965,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00855.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00855.tif,0,landsat_no-fire,train,1
11966,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00794.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00794.tif,0,landsat_no-fire,train,1
11967,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00840.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00840.tif,0,landsat_no-fire,train,1
11968,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00322.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00322.tif,0,landsat_no-fire,train,1
11969,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00197.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00197.tif,0,landsat_no-fire,train,1
11970,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00821.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00821.tif,0,landsat_no-fire,train,1
11971,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00867.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00867.tif,0,landsat_no-fire,train,1
11972,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00026.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00026.tif,0,landsat_no-fire,train,1
11973,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00411.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00411.tif,0,landsat_no-fire,train,1
11974,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00624.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00624.tif,0,landsat_no-fire,train,1
11975,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00569.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00569.tif,0,landsat_no-fire,train,1
11976,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00634.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00634.tif,0,landsat_no-fire,train,1
11977,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00441.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00441.tif,0,landsat_no-fire,train,1
11978,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00208.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00208.tif,0,landsat_no-fire,train,1
11979,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00450.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00450.tif,0,landsat_no-fire,train,1
11980,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00579.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00579.tif,0,landsat_no-fire,train,1
11981,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00388.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00388.tif,0,landsat_no-fire,train,1
11982,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00110.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00110.tif,0,landsat_no-fire,train,1
11983,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00222.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00222.tif,0,landsat_no-fire,train,1
11984,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00544.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00544.tif,0,landsat_no-fire,train,1
11985,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00349.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00349.tif,0,landsat_no-fire,train,1
11986,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00151.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00151.tif,0,landsat_no-fire,train,1
11987,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00937.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00937.tif,0,landsat_no-fire,train,1
11988,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00503.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00503.tif,0,landsat_no-fire,train,1
11989,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00656.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00656.tif,0,landsat_no-fire,train,1
11990,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00332.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00332.tif,0,landsat_no-fire,train,1
11991,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00138.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00138.tif,0,landsat_no-fire,train,1
11992,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00109.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00109.tif,0,landsat_no-fire,train,1
11993,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00607.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00607.tif,0,landsat_no-fire,train,1
11994,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00927.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00927.tif,0,landsat_no-fire,train,1
11995,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00103.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00103.tif,0,landsat_no-fire,train,1
11996,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00615.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00615.tif,0,landsat_no-fire,train,1
11997,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00493.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00493.tif,0,landsat_no-fire,train,1
11998,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00647.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00647.tif,0,landsat_no-fire,train,1
11999,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00202.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00202.tif,0,landsat_no-fire,train,1
12000,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00712.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00712.tif,0,landsat_no-fire,train,1
12001,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00525.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00525.tif,0,landsat_no-fire,train,1
12002,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00257.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00257.tif,0,landsat_no-fire,train,1
12003,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00734.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00734.tif,0,landsat_no-fire,train,1
12004,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00270.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00270.tif,0,landsat_no-fire,train,1
12005,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00639.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00639.tif,0,landsat_no-fire,train,1
12006,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00314.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00314.tif,0,landsat_no-fire,train,1
12007,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00364.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00364.tif,0,landsat_no-fire,train,1
12008,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00680.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00680.tif,0,landsat_no-fire,train,1
12009,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00290.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00290.tif,0,landsat_no-fire,train,1
12010,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00677.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00677.tif,0,landsat_no-fire,train,1
12011,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00663.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00663.tif,0,landsat_no-fire,train,1
12012,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00655.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00655.tif,0,landsat_no-fire,train,1
12013,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00265.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00265.tif,0,landsat_no-fire,train,1
12014,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00297.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00297.tif,0,landsat_no-fire,train,1
12015,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00165.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00165.tif,0,landsat_no-fire,train,1
12016,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00623.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00623.tif,0,landsat_no-fire,train,1
12017,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00220.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00220.tif,0,landsat_no-fire,train,1
