,satellite,annotation,image,mask1,num_fire_pixels,category,set,fold
15064,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00816.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00816.tif,0,landsat_no-fire,validation,1
15065,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00658.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00658.tif,0,landsat_no-fire,validation,1
15066,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00148.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00148.tif,0,landsat_no-fire,validation,1
15067,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00203.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00203.tif,0,landsat_no-fire,validation,1
15068,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00238.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00238.tif,0,landsat_no-fire,validation,1
15069,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00766.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00766.tif,0,landsat_no-fire,validation,1
15070,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00480.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00480.tif,0,landsat_no-fire,validation,1
15071,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00521.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00521.tif,0,landsat_no-fire,validation,1
15072,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00663.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00663.tif,0,landsat_no-fire,validation,1
15073,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00519.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00519.tif,0,landsat_no-fire,validation,1
15074,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00296.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00296.tif,0,landsat_no-fire,validation,1
15075,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00211.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00211.tif,0,landsat_no-fire,validation,1
15076,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00589.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00589.tif,0,landsat_no-fire,validation,1
15077,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00173.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00173.tif,0,landsat_no-fire,validation,1
15078,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00546.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00546.tif,0,landsat_no-fire,validation,1
15079,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00610.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00610.tif,0,landsat_no-fire,validation,1
15080,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00123.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00123.tif,0,landsat_no-fire,validation,1
15081,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00732.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00732.tif,0,landsat_no-fire,validation,1
15082,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00270.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00270.tif,0,landsat_no-fire,validation,1
15083,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00278.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00278.tif,0,landsat_no-fire,validation,1
15084,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00757.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00757.tif,0,landsat_no-fire,validation,1
15085,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00639.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00639.tif,0,landsat_no-fire,validation,1
15086,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00606.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00606.tif,0,landsat_no-fire,validation,1
15087,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00371.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00371.tif,0,landsat_no-fire,validation,1
15088,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00424.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00424.tif,0,landsat_no-fire,validation,1
15089,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00401.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00401.tif,0,landsat_no-fire,validation,1
15090,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00281.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00281.tif,0,landsat_no-fire,validation,1
15091,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00730.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00730.tif,0,landsat_no-fire,validation,1
15092,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00747.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00747.tif,0,landsat_no-fire,validation,1
15093,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00471.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00471.tif,0,landsat_no-fire,validation,1
15094,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00728.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00728.tif,0,landsat_no-fire,validation,1
15095,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00219.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00219.tif,0,landsat_no-fire,validation,1
15096,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00382.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00382.tif,0,landsat_no-fire,validation,1
15097,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00700.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00700.tif,0,landsat_no-fire,validation,1
15098,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00338.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00338.tif,0,landsat_no-fire,validation,1
15099,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00233.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00233.tif,0,landsat_no-fire,validation,1
15100,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00147.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00147.tif,0,landsat_no-fire,validation,1
15101,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00165.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00165.tif,0,landsat_no-fire,validation,1
15102,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00764.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00764.tif,0,landsat_no-fire,validation,1
15103,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00679.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00679.tif,0,landsat_no-fire,validation,1
15104,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00681.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00681.tif,0,landsat_no-fire,validation,1
15105,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00318.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00318.tif,0,landsat_no-fire,validation,1
15106,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00175.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00175.tif,0,landsat_no-fire,validation,1
15107,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00419.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00419.tif,0,landsat_no-fire,validation,1
15108,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00619.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00619.tif,0,landsat_no-fire,validation,1
15109,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p01165.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p01165.tif,0,landsat_no-fire,validation,1
15110,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00784.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00784.tif,0,landsat_no-fire,validation,1
15111,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00379.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00379.tif,0,landsat_no-fire,validation,1
15112,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00643.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00643.tif,0,landsat_no-fire,validation,1
15113,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00454.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00454.tif,0,landsat_no-fire,validation,1
15114,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00819.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00819.tif,0,landsat_no-fire,validation,1
15115,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00553.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00553.tif,0,landsat_no-fire,validation,1
15116,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00201.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00201.tif,0,landsat_no-fire,validation,1
15117,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00710.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00710.tif,0,landsat_no-fire,validation,1
15118,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00026.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00026.tif,0,landsat_no-fire,validation,1
15119,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00424.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00424.tif,0,landsat_no-fire,validation,1
15120,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00272.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00272.tif,0,landsat_no-fire,validation,1
15121,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00404.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00404.tif,0,landsat_no-fire,validation,1
15122,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00941.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00941.tif,0,landsat_no-fire,validation,1
15123,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00569.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00569.tif,0,landsat_no-fire,validation,1
15124,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00686.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00686.tif,0,landsat_no-fire,validation,1
15125,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00633.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00633.tif,0,landsat_no-fire,validation,1
15126,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00172.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00172.tif,0,landsat_no-fire,validation,1
15127,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00699.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00699.tif,0,landsat_no-fire,validation,1
15128,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00798.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00798.tif,0,landsat_no-fire,validation,1
15129,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00843.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00843.tif,2,landsat_fire,validation,1
15130,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00083.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00083.tif,0,landsat_no-fire,validation,1
15131,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00383.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00383.tif,0,landsat_no-fire,validation,1
15132,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00166.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00166.tif,0,landsat_no-fire,validation,1
15133,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00408.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00408.tif,0,landsat_no-fire,validation,1
15134,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00676.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00676.tif,0,landsat_no-fire,validation,1
15135,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00316.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00316.tif,0,landsat_no-fire,validation,1
15136,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00146.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00146.tif,0,landsat_no-fire,validation,1
15137,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00502.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00502.tif,0,landsat_no-fire,validation,1
15138,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00420.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00420.tif,0,landsat_no-fire,validation,1
15139,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00796.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00796.tif,0,landsat_no-fire,validation,1
15140,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00571.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00571.tif,0,landsat_no-fire,validation,1
15141,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00907.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00907.tif,0,landsat_no-fire,validation,1
15142,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00421.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00421.tif,0,landsat_no-fire,validation,1
15143,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00615.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00615.tif,0,landsat_no-fire,validation,1
15144,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00257.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00257.tif,0,landsat_no-fire,validation,1
15145,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00455.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00455.tif,0,landsat_no-fire,validation,1
15146,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00936.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00936.tif,0,landsat_no-fire,validation,1
15147,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00412.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00412.tif,0,landsat_no-fire,validation,1
15148,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00760.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00760.tif,0,landsat_no-fire,validation,1
15149,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00413.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00413.tif,0,landsat_no-fire,validation,1
15150,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00233.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00233.tif,0,landsat_no-fire,validation,1
15151,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00621.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00621.tif,0,landsat_no-fire,validation,1
15152,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00738.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00738.tif,0,landsat_no-fire,validation,1
15153,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00744.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00744.tif,0,landsat_no-fire,validation,1
15154,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00208.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00208.tif,0,landsat_no-fire,validation,1
15155,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00924.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00924.tif,0,landsat_no-fire,validation,1
15156,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00577.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00577.tif,0,landsat_no-fire,validation,1
15157,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00811.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00811.tif,0,landsat_no-fire,validation,1
15158,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00776.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00776.tif,0,landsat_no-fire,validation,1
15159,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00824.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00824.tif,0,landsat_no-fire,validation,1
15160,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00191.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00191.tif,0,landsat_no-fire,validation,1
15161,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00264.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00264.tif,0,landsat_no-fire,validation,1
15162,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00363.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00363.tif,0,landsat_no-fire,validation,1
15163,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00617.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00617.tif,0,landsat_no-fire,validation,1
15164,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00488.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00488.tif,0,landsat_no-fire,validation,1
15165,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p01026.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p01026.tif,0,landsat_no-fire,validation,1
15166,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00564.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00564.tif,0,landsat_no-fire,validation,1
15167,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00780.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00780.tif,0,landsat_no-fire,validation,1
15168,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00282.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00282.tif,0,landsat_no-fire,validation,1
15169,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00253.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00253.tif,0,landsat_no-fire,validation,1
15170,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00504.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00504.tif,0,landsat_no-fire,validation,1
15171,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00158.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00158.tif,0,landsat_no-fire,validation,1
15172,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00770.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00770.tif,0,landsat_no-fire,validation,1
15173,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00602.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00602.tif,0,landsat_no-fire,validation,1
15174,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00246.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00246.tif,0,landsat_no-fire,validation,1
15175,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00366.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00366.tif,0,landsat_no-fire,validation,1
15176,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00192.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00192.tif,0,landsat_no-fire,validation,1
15177,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00573.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00573.tif,0,landsat_no-fire,validation,1
15178,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00471.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00471.tif,0,landsat_no-fire,validation,1
15179,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00875.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00875.tif,0,landsat_no-fire,validation,1
15180,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00326.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00326.tif,0,landsat_no-fire,validation,1
15181,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00230.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00230.tif,0,landsat_no-fire,validation,1
15182,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00196.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00196.tif,0,landsat_no-fire,validation,1
15183,landsat,manual,LC08_L1TP_046021_20200908_20200908_01_RT_p00251.tif,LC08_L1TP_046021_20200908_20200908_01_RT_v1_p00251.tif,0,landsat_no-fire,validation,1
15184,landsat,manual,LC08_L1TP_105069_20200922_20200922_01_RT_p00874.tif,LC08_L1TP_105069_20200922_20200922_01_RT_v1_p00874.tif,0,landsat_no-fire,validation,1
15185,landsat,manual,LC08_L1TP_175074_20200916_20200916_01_RT_p00707.tif,LC08_L1TP_175074_20200916_20200916_01_RT_v1_p00707.tif,0,landsat_no-fire,validation,1
15186,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00398.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00398.tif,0,landsat_no-fire,validation,1
15187,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00430.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00430.tif,0,landsat_no-fire,validation,1
15188,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00975.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00975.tif,0,landsat_no-fire,validation,1
15189,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00468.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00468.tif,0,landsat_no-fire,validation,1
15190,landsat,manual,LC08_L1GT_226074_20200921_20200921_01_RT_p00562.tif,LC08_L1GT_226074_20200921_20200921_01_RT_v1_p00562.tif,0,landsat_no-fire,validation,1
15191,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00845.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00845.tif,0,landsat_no-fire,validation,1
15192,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00480.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00480.tif,0,landsat_no-fire,validation,1
15193,landsat,manual,LC08_L1TP_046031_20200908_20200908_01_RT_p00454.tif,LC08_L1TP_046031_20200908_20200908_01_RT_v1_p00454.tif,0,landsat_no-fire,validation,1
15194,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00058.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00058.tif,0,landsat_no-fire,validation,1
15195,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00646.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00646.tif,0,landsat_no-fire,validation,1
15196,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00447.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00447.tif,0,landsat_no-fire,validation,1
15197,landsat,manual,LC08_L1TP_025033_20200921_20200921_01_RT_p00422.tif,LC08_L1TP_025033_20200921_20200921_01_RT_v1_p00422.tif,4,landsat_fire,validation,1
15198,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00877.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00877.tif,0,landsat_no-fire,validation,1
15199,landsat,manual,LC08_L1TP_189046_20200918_20200918_01_RT_p00691.tif,LC08_L1TP_189046_20200918_20200918_01_RT_v1_p00691.tif,0,landsat_no-fire,validation,1
15200,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00022.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00022.tif,0,landsat_no-fire,validation,1
15201,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00452.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00452.tif,0,landsat_no-fire,validation,1
15202,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00637.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00637.tif,0,landsat_no-fire,validation,1
15203,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00089.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00089.tif,0,landsat_no-fire,validation,1
15204,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00386.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00386.tif,0,landsat_no-fire,validation,1
15205,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00331.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00331.tif,0,landsat_no-fire,validation,1
15206,landsat,manual,LC08_L1TP_177044_20200914_20200914_01_RT_p00689.tif,LC08_L1TP_177044_20200914_20200914_01_RT_v1_p00689.tif,0,landsat_no-fire,validation,1
15207,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00574.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00574.tif,0,landsat_no-fire,validation,1
15208,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00350.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00350.tif,0,landsat_no-fire,validation,1
15209,landsat,manual,LC08_L1TP_003006_20200911_20200911_01_RT_p00916.tif,LC08_L1TP_003006_20200911_20200911_01_RT_v1_p00916.tif,0,landsat_no-fire,validation,1
15210,landsat,manual,LC08_L1TP_157012_20200918_20200918_01_RT_p00124.tif,LC08_L1TP_157012_20200918_20200918_01_RT_v1_p00124.tif,0,landsat_no-fire,validation,1
15211,landsat,manual,LC08_L1TP_134039_20200901_20200901_01_RT_p00428.tif,LC08_L1TP_134039_20200901_20200901_01_RT_v1_p00428.tif,0,landsat_no-fire,validation,1
15212,landsat,manual,LC08_L1TP_117016_20200926_20200926_01_RT_p00676.tif,LC08_L1TP_117016_20200926_20200926_01_RT_v1_p00676.tif,0,landsat_no-fire,validation,1
15213,landsat,manual,LC08_L1TP_193029_20200914_20200914_01_RT_p00171.tif,LC08_L1TP_193029_20200914_20200914_01_RT_v1_p00171.tif,0,landsat_no-fire,validation,1
